年月,地區,信用卡產業別,年齡層,信用卡交易筆數,信用卡交易金額[新臺幣]
201703,臺灣,文教康樂,65(含)-70歲,93695,1056691191
201703,臺灣,文教康樂,70(含)-75歲,28279,345269501
201703,臺灣,文教康樂,75(含)-80歲,12351,143434692
201703,臺灣,文教康樂,80(含)歲以上,14145,129921013
201703,臺灣,百貨,未滿20歲,11684,21836026
201703,臺灣,百貨,20(含)-25歲,210539,435447790
201703,臺灣,百貨,25(含)-30歲,566256,1322794071
201703,臺灣,百貨,30(含)-35歲,819640,2060730844
201703,臺灣,百貨,35(含)-40歲,989578,2467297047
201703,臺灣,百貨,40(含)-45歲,871053,2380147116
201703,臺灣,百貨,45(含)-50歲,729776,2177456736
201703,臺灣,百貨,50(含)-55歲,555924,1842484579
201703,臺灣,百貨,55(含)-60歲,364035,1321871941
201703,臺灣,百貨,60(含)-65歲,231913,839083912
201703,臺灣,百貨,65(含)-70歲,118251,415290766
201703,臺灣,百貨,70(含)-75歲,34661,122722564
201703,臺灣,百貨,75(含)-80歲,15382,56899735
201703,臺灣,百貨,80(含)歲以上,14559,50461276
201703,臺灣,其他,未滿20歲,28365,45245990
201703,臺灣,其他,20(含)-25歲,574861,1174639370
201703,臺灣,其他,25(含)-30歲,1884012,4291033665
201703,臺灣,其他,30(含)-35歲,3056819,7084451632
201703,臺灣,其他,35(含)-40歲,3940169,9981920539
201703,臺灣,其他,40(含)-45歲,3700497,10733575261
201703,臺灣,其他,45(含)-50歲,3108483,10450319397
201703,臺灣,其他,50(含)-55歲,2332326,9053557398
201703,臺灣,其他,55(含)-60歲,1462974,6469375339
201703,臺灣,其他,60(含)-65歲,880803,4212046942
201703,臺灣,其他,65(含)-70歲,430593,2061816795
201703,臺灣,其他,70(含)-75歲,106953,678211200
201703,臺灣,其他,75(含)-80歲,41064,280732538
201703,臺灣,其他,80(含)歲以上,58615,341225214
201704,臺灣,食,未滿20歲,20774,19753647
201704,臺灣,食,20(含)-25歲,380866,335430444
201704,臺灣,食,25(含)-30歲,1162893,1202913453
201704,臺灣,食,30(含)-35歲,1890413,2003518555
201704,臺灣,食,35(含)-40歲,2593799,2712582488
201704,臺灣,食,40(含)-45歲,2672987,2781566731
201704,臺灣,食,45(含)-50歲,2465042,2654417585
201704,臺灣,食,50(含)-55歲,1995475,2241751590
201704,臺灣,食,55(含)-60歲,1383359,1648208269
201704,臺灣,食,60(含)-65歲,958186,1125448313
201704,臺灣,食,65(含)-70歲,541507,618838270
201704,臺灣,食,70(含)-75歲,178952,213167097
201704,臺灣,食,75(含)-80歲,82205,95378878
201704,臺灣,食,80(含)歲以上,55959,77775936
201704,臺灣,衣,未滿20歲,5119,8983238
201704,臺灣,衣,20(含)-25歲,89231,161694075
201704,臺灣,衣,25(含)-30歲,229234,484880220
201704,臺灣,衣,30(含)-35歲,340548,760214237
201704,臺灣,衣,35(含)-40歲,399325,892925295
201704,臺灣,衣,40(含)-45歲,328102,769004454
201704,臺灣,衣,45(含)-50歲,266839,704906777
201704,臺灣,衣,50(含)-55歲,194347,585802841
201704,臺灣,衣,55(含)-60歲,121234,411520751
201704,臺灣,衣,60(含)-65歲,71418,254463022
201704,臺灣,衣,65(含)-70歲,32299,115725826
201704,臺灣,衣,70(含)-75歲,8652,30926660
201704,臺灣,衣,75(含)-80歲,3047,12379691
201704,臺灣,衣,80(含)歲以上,4686,19004906
201704,臺灣,住,未滿20歲,3134,15311076
201704,臺灣,住,20(含)-25歲,53573,168657918
201704,臺灣,住,25(含)-30歲,167502,657992883
201704,臺灣,住,30(含)-35歲,264073,1248551963
201704,臺灣,住,35(含)-40歲,330412,1567136096
201704,臺灣,住,40(含)-45歲,318722,1612574694
201704,臺灣,住,45(含)-50歲,289164,1526612040
201704,臺灣,住,50(含)-55歲,239485,1330274391
201704,臺灣,住,55(含)-60歲,168747,1037856819
201704,臺灣,住,60(含)-65歲,110346,701520248
201704,臺灣,住,65(含)-70歲,57334,335543169
201704,臺灣,住,70(含)-75歲,17890,97649852
201704,臺灣,住,75(含)-80歲,7936,39551998
201704,臺灣,住,80(含)歲以上,6850,45440135
201704,臺灣,行,未滿20歲,33063,28414489
201704,臺灣,行,20(含)-25歲,523409,360633182
201704,臺灣,行,25(含)-30歲,1507134,1170062041
201704,臺灣,行,30(含)-35歲,2164015,1831024363
201704,臺灣,行,35(含)-40歲,2507284,2308839101
201704,臺灣,行,40(含)-45歲,2270103,2268304744
201704,臺灣,行,45(含)-50歲,2052054,2110271505
201704,臺灣,行,50(含)-55歲,1680580,1743424550
201704,臺灣,行,55(含)-60歲,1195249,1256999513
201704,臺灣,行,60(含)-65歲,754957,779766183
201704,臺灣,行,65(含)-70歲,354436,352178536
201704,臺灣,行,70(含)-75歲,95447,92458131
201704,臺灣,行,75(含)-80歲,34899,35782175
201704,臺灣,行,80(含)歲以上,24240,30044070
201704,臺灣,文教康樂,未滿20歲,19192,45627222
201704,臺灣,文教康樂,20(含)-25歲,326272,689299135
201704,臺灣,文教康樂,25(含)-30歲,737255,1813541771
201704,臺灣,文教康樂,30(含)-35歲,821019,2496956779
201704,臺灣,文教康樂,35(含)-40歲,867340,3131214451
201704,臺灣,文教康樂,40(含)-45歲,751116,3222115742
201704,臺灣,文教康樂,45(含)-50歲,611104,3095803700
201704,臺灣,文教康樂,50(含)-55歲,446847,2814512019
201704,臺灣,文教康樂,55(含)-60歲,277539,2220424700
201704,臺灣,文教康樂,60(含)-65歲,170972,1686708683
201704,臺灣,文教康樂,65(含)-70歲,88513,992917148
201704,臺灣,文教康樂,70(含)-75歲,27109,341722717
201704,臺灣,文教康樂,75(含)-80歲,11692,144480557
201704,臺灣,文教康樂,80(含)歲以上,13059,109274809
201704,臺灣,百貨,未滿20歲,11629,23417140
201704,臺灣,百貨,20(含)-25歲,228019,496621893
201704,臺灣,百貨,25(含)-30歲,636263,1636784069
201704,臺灣,百貨,30(含)-35歲,933583,2511504012
201704,臺灣,百貨,35(含)-40歲,1137978,3084716014
201704,臺灣,百貨,40(含)-45歲,1024688,2950378167
201704,臺灣,百貨,45(含)-50歲,860304,2723418685
201704,臺灣,百貨,50(含)-55歲,648470,2238519148
201704,臺灣,百貨,55(含)-60歲,419751,1606401922
201704,臺灣,百貨,60(含)-65歲,264792,1008549736
201704,臺灣,百貨,65(含)-70歲,134030,519323682
201704,臺灣,百貨,70(含)-75歲,39213,144068284
201704,臺灣,百貨,75(含)-80歲,17103,65098660
201704,臺灣,百貨,80(含)歲以上,15614,55131128
201704,臺灣,其他,未滿20歲,27972,41038408
201704,臺灣,其他,20(含)-25歲,572338,1043965791
201704,臺灣,其他,25(含)-30歲,1917515,3872138152
201704,臺灣,其他,30(含)-35歲,2870667,6471149779
201704,臺灣,其他,35(含)-40歲,3635438,9156303697
201704,臺灣,其他,40(含)-45歲,3381461,9724529865
201704,臺灣,其他,45(含)-50歲,2814793,9408136894
201704,臺灣,其他,50(含)-55歲,2115848,8073671350
201704,臺灣,其他,55(含)-60歲,1290286,5667423962
201704,臺灣,其他,60(含)-65歲,777789,3674416509
201704,臺灣,其他,65(含)-70歲,342557,1913977746
201704,臺灣,其他,70(含)-75歲,92796,546593457
201704,臺灣,其他,75(含)-80歲,35929,246917207
201704,臺灣,其他,80(含)歲以上,49576,314173723
201705,臺灣,食,未滿20歲,20027,23104128
201705,臺灣,食,20(含)-25歲,361741,361181529
201705,臺灣,食,25(含)-30歲,1120843,1287088794
201705,臺灣,食,30(含)-35歲,1796821,2089045346
201705,臺灣,食,35(含)-40歲,2436547,2794532098
201705,臺灣,食,40(含)-45歲,2473854,2811192016
201705,臺灣,食,45(含)-50歲,2273618,2688409207
201705,臺灣,食,50(含)-55歲,1859067,2305668182
201705,臺灣,食,55(含)-60歲,1311844,1678057444
201705,臺灣,食,60(含)-65歲,910842,1149661236
201705,臺灣,食,65(含)-70歲,520182,628987097
201705,臺灣,食,70(含)-75歲,171611,216691371
201705,臺灣,食,75(含)-80歲,78186,95512271
201705,臺灣,食,80(含)歲以上,55396,81374776
201705,臺灣,衣,未滿20歲,5915,9829049
201705,臺灣,衣,20(含)-25歲,99067,174979117
201705,臺灣,衣,25(含)-30歲,244416,506114811
201705,臺灣,衣,30(含)-35歲,356045,769799032
201705,臺灣,衣,35(含)-40歲,418263,922128629
201705,臺灣,衣,40(含)-45歲,347970,819586761
201705,臺灣,衣,45(含)-50歲,289077,766700271
201705,臺灣,衣,50(含)-55歲,213193,639240523
201705,臺灣,衣,55(含)-60歲,132358,453140610
201705,臺灣,衣,60(含)-65歲,78537,280467170
201705,臺灣,衣,65(含)-70歲,35822,127405590
201705,臺灣,衣,70(含)-75歲,9849,37603854
201705,臺灣,衣,75(含)-80歲,3565,12947308
201705,臺灣,衣,80(含)歲以上,5185,19520107
201705,臺灣,住,未滿20歲,3235,18589511
201705,臺灣,住,20(含)-25歲,53786,168455976
201705,臺灣,住,25(含)-30歲,165181,634123399
201705,臺灣,住,30(含)-35歲,256520,1146659761
201705,臺灣,住,35(含)-40歲,321632,1490777482
201705,臺灣,住,40(含)-45歲,308914,1530360736
201705,臺灣,住,45(含)-50歲,281010,1466122543
201705,臺灣,住,50(含)-55歲,233898,1249383590
201705,臺灣,住,55(含)-60歲,166803,968015045
201705,臺灣,住,60(含)-65歲,109841,656321099
201705,臺灣,住,65(含)-70歲,57044,323187310
201705,臺灣,住,70(含)-75歲,18005,95333542
201705,臺灣,住,75(含)-80歲,7875,39686332
201705,臺灣,住,80(含)歲以上,6962,48463120
201705,臺灣,行,未滿20歲,33734,31439839
201705,臺灣,行,20(含)-25歲,510894,367281727
201705,臺灣,行,25(含)-30歲,1431055,1133541824
201705,臺灣,行,30(含)-35歲,2011452,1726183797
201705,臺灣,行,35(含)-40歲,2333003,2181358969
201705,臺灣,行,40(含)-45歲,2132018,2157158735
201705,臺灣,行,45(含)-50歲,1943325,2023100331
201705,臺灣,行,50(含)-55歲,1596190,1682425386
201705,臺灣,行,55(含)-60歲,1140900,1214385693
201705,臺灣,行,60(含)-65歲,719787,756045885
201705,臺灣,行,65(含)-70歲,341648,340520504
201705,臺灣,行,70(含)-75歲,92186,90631053
201705,臺灣,行,75(含)-80歲,33566,33260759
201705,臺灣,行,80(含)歲以上,24536,30009562
201705,臺灣,文教康樂,未滿20歲,17428,55739255
201705,臺灣,文教康樂,20(含)-25歲,283393,672923866
201705,臺灣,文教康樂,25(含)-30歲,653743,1827359200
201705,臺灣,文教康樂,30(含)-35歲,751256,2564444051
201705,臺灣,文教康樂,35(含)-40歲,817496,3347015099
201705,臺灣,文教康樂,40(含)-45歲,718565,3616496476
201705,臺灣,文教康樂,45(含)-50歲,596635,3596308650
201705,臺灣,文教康樂,50(含)-55歲,441249,3166645314
201705,臺灣,文教康樂,55(含)-60歲,277263,2493117865
201705,臺灣,文教康樂,60(含)-65歲,172247,1925377992
201705,臺灣,文教康樂,65(含)-70歲,89385,1132361128
201705,臺灣,文教康樂,70(含)-75歲,28095,377065901
201705,臺灣,文教康樂,75(含)-80歲,11700,159860716
201705,臺灣,文教康樂,80(含)歲以上,13307,130319113
201705,臺灣,百貨,未滿20歲,12587,25265309
201705,臺灣,百貨,20(含)-25歲,239013,497860341
201705,臺灣,百貨,25(含)-30歲,642802,1515910587
201705,臺灣,百貨,30(含)-35歲,923837,2266811407
201705,臺灣,百貨,35(含)-40歲,1126652,2806255633
201705,臺灣,百貨,40(含)-45歲,1018230,2686283374
201705,臺灣,百貨,45(含)-50歲,865714,2521102062
201705,臺灣,百貨,50(含)-55歲,656701,2135131678
201705,臺灣,百貨,55(含)-60歲,429097,1489244952
201705,臺灣,百貨,60(含)-65歲,271890,935730721
201705,臺灣,百貨,65(含)-70歲,137980,475558151
201705,臺灣,百貨,70(含)-75歲,41709,139445019
201705,臺灣,百貨,75(含)-80歲,18001,60162252
201705,臺灣,百貨,80(含)歲以上,16120,49737321
201705,臺灣,其他,未滿20歲,28634,44441211
201705,臺灣,其他,20(含)-25歲,590155,1220047759
201705,臺灣,其他,25(含)-30歲,1989220,5376359860
201705,臺灣,其他,30(含)-35歲,3059025,10389121004
201705,臺灣,其他,35(含)-40歲,3909027,16552078973
201705,臺灣,其他,40(含)-45歲,3522695,19664288188
201705,臺灣,其他,45(含)-50歲,2971440,21292281864
201705,臺灣,其他,50(含)-55歲,2216471,19247742013
201705,臺灣,其他,55(含)-60歲,1422934,14408168422
201705,臺灣,其他,60(含)-65歲,816924,11163468722
201705,臺灣,其他,65(含)-70歲,362734,9342818571
201705,臺灣,其他,70(含)-75歲,100653,2276456368
201705,臺灣,其他,75(含)-80歲,38806,711360754
201705,臺灣,其他,80(含)歲以上,54644,868738476
201706,臺灣,食,未滿20歲,19849,23987105
201706,臺灣,食,20(含)-25歲,321103,331778635
201706,臺灣,食,25(含)-30歲,989152,1112402853
201706,臺灣,食,30(含)-35歲,1575316,1817214375
201706,臺灣,食,35(含)-40歲,2156549,2498634683
201706,臺灣,食,40(含)-45歲,2177056,2539417430
201706,臺灣,食,45(含)-50歲,2021067,2420573395
201706,臺灣,食,50(含)-55歲,1686988,2071507520
201706,臺灣,食,55(含)-60歲,1205006,1528935414
201706,臺灣,食,60(含)-65歲,840597,1043335291
201706,臺灣,食,65(含)-70歲,484510,573122180
201706,臺灣,食,70(含)-75歲,160235,191459484
201706,臺灣,食,75(含)-80歲,72635,84988108
201706,臺灣,食,80(含)歲以上,49928,71163347
201706,臺灣,衣,未滿20歲,5591,9101542
201706,臺灣,衣,20(含)-25歲,93030,160099194
201706,臺灣,衣,25(含)-30歲,227556,452442168
201706,臺灣,衣,30(含)-35歲,328480,690880070
201706,臺灣,衣,35(含)-40歲,380666,826031231
201706,臺灣,衣,40(含)-45歲,312534,729523699
201706,臺灣,衣,45(含)-50歲,253029,652854127
201706,臺灣,衣,50(含)-55歲,184518,546370252
201706,臺灣,衣,55(含)-60歲,114954,375696425
201706,臺灣,衣,60(含)-65歲,66647,225408581
201706,臺灣,衣,65(含)-70歲,30586,107341993
201706,臺灣,衣,70(含)-75歲,8382,28911599
201706,臺灣,衣,75(含)-80歲,2930,10286829
201706,臺灣,衣,80(含)歲以上,4561,16654646
201706,臺灣,住,未滿20歲,3748,22602381
201706,臺灣,住,20(含)-25歲,53560,170292723
201706,臺灣,住,25(含)-30歲,153342,641104460
201706,臺灣,住,30(含)-35歲,233578,1074393454
201706,臺灣,住,35(含)-40歲,296899,1424339150
201706,臺灣,住,40(含)-45歲,285456,1456072190
201706,臺灣,住,45(含)-50歲,266826,1451287086
201706,臺灣,住,50(含)-55歲,225600,1243312531
201706,臺灣,住,55(含)-60歲,160629,927885206
201706,臺灣,住,60(含)-65歲,104377,631888009
201706,臺灣,住,65(含)-70歲,54731,307159624
201706,臺灣,住,70(含)-75歲,17173,87496307
201706,臺灣,住,75(含)-80歲,7736,36165762
201706,臺灣,住,80(含)歲以上,6578,41812111
201706,臺灣,行,未滿20歲,29009,30096515
201706,臺灣,行,20(含)-25歲,440305,340805820
201706,臺灣,行,25(含)-30歲,1231097,1045201679
201706,臺灣,行,30(含)-35歲,1679898,1574529775
201706,臺灣,行,35(含)-40歲,1947157,1974575154
201706,臺灣,行,40(含)-45歲,1792810,1937288692
201706,臺灣,行,45(含)-50歲,1657938,1844882951
201706,臺灣,行,50(含)-55歲,1375548,1561177506
201706,臺灣,行,55(含)-60歲,976783,1093725877
201706,臺灣,行,60(含)-65歲,608227,666971352
201706,臺灣,行,65(含)-70歲,289349,307412688
201706,臺灣,行,70(含)-75歲,77434,79845748
201706,臺灣,行,75(含)-80歲,28218,28756472
201706,臺灣,行,80(含)歲以上,22651,31366451
201706,臺灣,文教康樂,未滿20歲,18346,73652902
201706,臺灣,文教康樂,20(含)-25歲,286239,722955293
201706,臺灣,文教康樂,25(含)-30歲,657562,1769073554
201706,臺灣,文教康樂,30(含)-35歲,745018,2374239534
201706,臺灣,文教康樂,35(含)-40歲,805129,3271006395
201706,臺灣,文教康樂,40(含)-45歲,698355,3889747888
201706,臺灣,文教康樂,45(含)-50歲,574604,4017257808
201706,臺灣,文教康樂,50(含)-55歲,421212,3298222716
201706,臺灣,文教康樂,55(含)-60歲,258851,2285849197
201706,臺灣,文教康樂,60(含)-65歲,155764,1632785118
201706,臺灣,文教康樂,65(含)-70歲,80997,965379282
201706,臺灣,文教康樂,70(含)-75歲,24691,325281646
201706,臺灣,文教康樂,75(含)-80歲,10435,142311804
201706,臺灣,文教康樂,80(含)歲以上,12582,121645821
201706,臺灣,百貨,未滿20歲,13052,24007493
201706,臺灣,百貨,20(含)-25歲,221745,421010939
201706,臺灣,百貨,25(含)-30歲,583556,1240732464
201706,臺灣,百貨,30(含)-35歲,840041,1844634199
201706,臺灣,百貨,35(含)-40歲,1042616,2337994244
201706,臺灣,百貨,40(含)-45歲,941667,2272222894
201706,臺灣,百貨,45(含)-50歲,793622,2127950077
201706,臺灣,百貨,50(含)-55歲,597759,1761668473
201706,臺灣,百貨,55(含)-60歲,385340,1215658351
201706,臺灣,百貨,60(含)-65歲,242756,767503622
201706,臺灣,百貨,65(含)-70歲,125982,406970609
201706,臺灣,百貨,70(含)-75歲,38003,175133820
201706,臺灣,百貨,75(含)-80歲,16359,47404146
201706,臺灣,百貨,80(含)歲以上,14727,42236060
201706,臺灣,其他,未滿20歲,28717,52933259
201706,臺灣,其他,20(含)-25歲,577417,1042379159
201706,臺灣,其他,25(含)-30歲,1735594,3830875090
201706,臺灣,其他,30(含)-35歲,2656018,6382588787
201706,臺灣,其他,35(含)-40歲,3428659,9405921630
201706,臺灣,其他,40(含)-45歲,3113298,10412240116
201706,臺灣,其他,45(含)-50歲,2634023,10701649842
201706,臺灣,其他,50(含)-55歲,1959469,9651829628
201706,臺灣,其他,55(含)-60歲,1214323,7211254423
201706,臺灣,其他,60(含)-65歲,717505,4698093563
201706,臺灣,其他,65(含)-70歲,325356,2632033993
201706,臺灣,其他,70(含)-75歲,94837,933543262
201706,臺灣,其他,75(含)-80歲,33587,450285988
201706,臺灣,其他,80(含)歲以上,51154,362851790
201707,臺灣,食,未滿20歲,21741,26043965
201707,臺灣,食,20(含)-25歲,359756,359775577
201707,臺灣,食,25(含)-30歲,1150942,1265382668
201707,臺灣,食,30(含)-35歲,1802129,2000067146
201707,臺灣,食,35(含)-40歲,2468732,2743509912
201707,臺灣,食,40(含)-45歲,2499582,2837714380
201707,臺灣,食,45(含)-50歲,2327061,2759416331
201707,臺灣,食,50(含)-55歲,1932514,2346273484
201707,臺灣,食,55(含)-60歲,1361834,1690840561
201707,臺灣,食,60(含)-65歲,943945,1142276361
201707,臺灣,食,65(含)-70歲,545439,630186281
201707,臺灣,食,70(含)-75歲,182508,215252411
201707,臺灣,食,75(含)-80歲,81700,97446003
201707,臺灣,食,80(含)歲以上,55599,77840576
201707,臺灣,衣,未滿20歲,6419,9894651
201707,臺灣,衣,20(含)-25歲,94797,160604603
201707,臺灣,衣,25(含)-30歲,241675,466768151
201707,臺灣,衣,30(含)-35歲,344365,700214524
201707,臺灣,衣,35(含)-40歲,410696,849296274
201707,臺灣,衣,40(含)-45歲,351577,773959157
201707,臺灣,衣,45(含)-50歲,294610,722217123
201707,臺灣,衣,50(含)-55歲,213093,599165789
201707,臺灣,衣,55(含)-60歲,128797,398978046
201707,臺灣,衣,60(含)-65歲,73772,245981615
201707,臺灣,衣,65(含)-70歲,33383,107768710
201707,臺灣,衣,70(含)-75歲,9029,30219264
201707,臺灣,衣,75(含)-80歲,3197,11341793
201707,臺灣,衣,80(含)歲以上,4878,17904638
201707,臺灣,住,未滿20歲,4459,22404877
201707,臺灣,住,20(含)-25歲,63196,196724572
201707,臺灣,住,25(含)-30歲,178685,721030225
201707,臺灣,住,30(含)-35歲,269246,1215074855
201707,臺灣,住,35(含)-40歲,357443,1707385686
201707,臺灣,住,40(含)-45歲,363025,1860333279
201707,臺灣,住,45(含)-50歲,345190,1836969581
201707,臺灣,住,50(含)-55歲,279096,1526552257
201707,臺灣,住,55(含)-60歲,187030,1072783136
201707,臺灣,住,60(含)-65歲,118966,694886721
201707,臺灣,住,65(含)-70歲,62498,355888562
201707,臺灣,住,70(含)-75歲,20273,108639375
201707,臺灣,住,75(含)-80歲,9085,45082304
201707,臺灣,住,80(含)歲以上,7613,50116374
201707,臺灣,行,未滿20歲,28699,28936166
201707,臺灣,行,20(含)-25歲,464581,347419364
201707,臺灣,行,25(含)-30歲,1330893,1080787065
201707,臺灣,行,30(含)-35歲,1793411,1602421107
201707,臺灣,行,35(含)-40歲,2089477,2040678274
201707,臺灣,行,40(含)-45歲,1939113,2015124650
201707,臺灣,行,45(含)-50歲,1775266,1923378975
201707,臺灣,行,50(含)-55歲,1465915,1604484930
201707,臺灣,行,55(含)-60歲,1045751,1136418881
201707,臺灣,行,60(含)-65歲,654390,698764052
201707,臺灣,行,65(含)-70歲,314127,313411070
201707,臺灣,行,70(含)-75歲,84870,83806142
201707,臺灣,行,75(含)-80歲,30422,30373554
201707,臺灣,行,80(含)歲以上,23381,29849333
201707,臺灣,文教康樂,未滿20歲,20241,72485536
201707,臺灣,文教康樂,20(含)-25歲,294707,697129600
201707,臺灣,文教康樂,25(含)-30歲,683028,1766888239
201707,臺灣,文教康樂,30(含)-35歲,766038,2325054314
201707,臺灣,文教康樂,35(含)-40歲,866990,3241523993
201707,臺灣,文教康樂,40(含)-45歲,785900,3873156602
201707,臺灣,文教康樂,45(含)-50歲,645250,3958052484
201707,臺灣,文教康樂,50(含)-55歲,456315,3185174922
201707,臺灣,文教康樂,55(含)-60歲,271501,2077780768
201707,臺灣,文教康樂,60(含)-65歲,161381,1395181579
201707,臺灣,文教康樂,65(含)-70歲,83364,803042958
201707,臺灣,文教康樂,70(含)-75歲,25484,264079463
201707,臺灣,文教康樂,75(含)-80歲,10722,105914903
201707,臺灣,文教康樂,80(含)歲以上,12818,102340577
201707,臺灣,百貨,未滿20歲,14869,30393849
201707,臺灣,百貨,20(含)-25歲,236785,457461982
201707,臺灣,百貨,25(含)-30歲,635136,1388468292
201707,臺灣,百貨,30(含)-35歲,912873,2042854890
201707,臺灣,百貨,35(含)-40歲,1165196,2588617861
201707,臺灣,百貨,40(含)-45歲,1092394,2624880707
201707,臺灣,百貨,45(含)-50歲,930168,2462367098
201707,臺灣,百貨,50(含)-55歲,680791,2004675038
201707,臺灣,百貨,55(含)-60歲,420323,1317114926
201707,臺灣,百貨,60(含)-65歲,260507,806753849
201707,臺灣,百貨,65(含)-70歲,134799,430961572
201707,臺灣,百貨,70(含)-75歲,41194,131184443
201707,臺灣,百貨,75(含)-80歲,17133,61731704
201707,臺灣,百貨,80(含)歲以上,15724,46046167
201707,臺灣,其他,未滿20歲,27998,52300662
201707,臺灣,其他,20(含)-25歲,575658,1107777565
201707,臺灣,其他,25(含)-30歲,1881095,4051490978
201707,臺灣,其他,30(含)-35歲,2818630,6425198461
201707,臺灣,其他,35(含)-40歲,3609247,9128350185
201707,臺灣,其他,40(含)-45歲,3245469,9736962082
201707,臺灣,其他,45(含)-50歲,2771853,9819939312
201707,臺灣,其他,50(含)-55歲,2049883,8689949921
201707,臺灣,其他,55(含)-60歲,1289260,6249927866
201707,臺灣,其他,60(含)-65歲,759719,4197510489
201707,臺灣,其他,65(含)-70歲,334441,2329383769
201707,臺灣,其他,70(含)-75歲,90337,748151874
201707,臺灣,其他,75(含)-80歲,33687,283076410
201707,臺灣,其他,80(含)歲以上,52064,297550286
201708,臺灣,食,未滿20歲,23754,26838147
201708,臺灣,食,20(含)-25歲,372395,390471773
201708,臺灣,食,25(含)-30歲,1181127,1360759033
201708,臺灣,食,30(含)-35歲,1815212,2148592475
201708,臺灣,食,35(含)-40歲,2478310,2950511022
201708,臺灣,食,40(含)-45歲,2518979,3066055678
201708,臺灣,食,45(含)-50歲,2352182,2946449828
201708,臺灣,食,50(含)-55歲,1983452,2560607729
201708,臺灣,食,55(含)-60歲,1422371,1871188108
201708,臺灣,食,60(含)-65歲,990474,1257816869
201708,臺灣,食,65(含)-70歲,579307,703367282
201708,臺灣,食,70(含)-75歲,194384,237895495
201708,臺灣,食,75(含)-80歲,86961,108803798
201708,臺灣,食,80(含)歲以上,57918,86780579
201708,臺灣,衣,未滿20歲,6112,9893169
201708,臺灣,衣,20(含)-25歲,88006,150547524
201708,臺灣,衣,25(含)-30歲,223060,432100603
201708,臺灣,衣,30(含)-35歲,311720,630036714
201708,臺灣,衣,35(含)-40歲,372107,760023952
201708,臺灣,衣,40(含)-45歲,319627,702015654
201708,臺灣,衣,45(含)-50歲,272294,666490946
201708,臺灣,衣,50(含)-55歲,205621,572830638
201708,臺灣,衣,55(含)-60歲,128004,399382281
201708,臺灣,衣,60(含)-65歲,73403,235311753
201708,臺灣,衣,65(含)-70歲,33464,110955491
201708,臺灣,衣,70(含)-75歲,8986,30231538
201708,臺灣,衣,75(含)-80歲,3232,11979797
201708,臺灣,衣,80(含)歲以上,4517,15938545
201708,臺灣,住,未滿20歲,4804,23605580
201708,臺灣,住,20(含)-25歲,63928,192762334
201708,臺灣,住,25(含)-30歲,180408,678707804
201708,臺灣,住,30(含)-35歲,268859,1154925556
201708,臺灣,住,35(含)-40歲,361564,1613926364
201708,臺灣,住,40(含)-45歲,372280,1806894381
201708,臺灣,住,45(含)-50歲,353267,1796799828
201708,臺灣,住,50(含)-55歲,281691,1488324620
201708,臺灣,住,55(含)-60歲,189049,1021453522
201708,臺灣,住,60(含)-65歲,118992,653663546
201708,臺灣,住,65(含)-70歲,61974,329038891
201708,臺灣,住,70(含)-75歲,20022,98210618
201708,臺灣,住,75(含)-80歲,8885,42569833
201708,臺灣,住,80(含)歲以上,7490,52553760
201708,臺灣,行,未滿20歲,32198,31342032
201708,臺灣,行,20(含)-25歲,482470,362779623
201708,臺灣,行,25(含)-30歲,1385175,1156371667
201708,臺灣,行,30(含)-35歲,1851496,1705747797
201708,臺灣,行,35(含)-40歲,2156124,2139087725
201708,臺灣,行,40(含)-45歲,1993086,2105664526
201708,臺灣,行,45(含)-50歲,1820572,1976335365
201708,臺灣,行,50(含)-55歲,1497700,1656658935
201708,臺灣,行,55(含)-60歲,1066602,1187478722
201708,臺灣,行,60(含)-65歲,661668,718486474
201708,臺灣,行,65(含)-70歲,319418,332047293
201708,臺灣,行,70(含)-75歲,86632,89063261
201708,臺灣,行,75(含)-80歲,31493,31881334
201708,臺灣,行,80(含)歲以上,23927,31361570
201708,臺灣,文教康樂,未滿20歲,21191,73355855
201708,臺灣,文教康樂,20(含)-25歲,299779,755876854
201708,臺灣,文教康樂,25(含)-30歲,672750,1892959017
201708,臺灣,文教康樂,30(含)-35歲,760636,2521002132
201708,臺灣,文教康樂,35(含)-40歲,859425,3355548042
201708,臺灣,文教康樂,40(含)-45歲,786558,4220444955
201708,臺灣,文教康樂,45(含)-50歲,669916,4897108139
201708,臺灣,文教康樂,50(含)-55歲,489547,4122918104
201708,臺灣,文教康樂,55(含)-60歲,293143,2583812197
201708,臺灣,文教康樂,60(含)-65歲,172299,1646217093
201708,臺灣,文教康樂,65(含)-70歲,89648,917661923
201708,臺灣,文教康樂,70(含)-75歲,27449,301481300
201708,臺灣,文教康樂,75(含)-80歲,11635,132608677
201708,臺灣,文教康樂,80(含)歲以上,13715,129873497
201708,臺灣,百貨,未滿20歲,15752,29065471
201708,臺灣,百貨,20(含)-25歲,239085,468478749
201708,臺灣,百貨,25(含)-30歲,627602,1348688625
201708,臺灣,百貨,30(含)-35歲,875140,1929561251
201708,臺灣,百貨,35(含)-40歲,1103854,2441847697
201708,臺灣,百貨,40(含)-45歲,1021976,2383559336
201708,臺灣,百貨,45(含)-50歲,876889,2234166665
201708,臺灣,百貨,50(含)-55歲,660065,1860975796
201708,臺灣,百貨,55(含)-60歲,417387,1237256174
