年月,地區,信用卡產業別,年齡層,信用卡交易筆數,信用卡交易金額[新臺幣],編號
201410,臺灣,行,30(含)-35歲,2279056,2087029404,928
201410,臺灣,行,35(含)-40歲,2422045,2519643119,929
201410,臺灣,行,40(含)-45歲,2173168,2428278478,930
201410,臺灣,行,45(含)-50歲,1941445,2255719061,931
201410,臺灣,行,50(含)-55歲,1566460,1862023605,932
201410,臺灣,行,55(含)-60歲,1087188,1294417554,933
201410,臺灣,行,60(含)-65歲,632475,745217051,934
201410,臺灣,行,65(含)-70歲,223771,248079146,935
201410,臺灣,行,70(含)-75歲,76180,84668698,936
201410,臺灣,行,75(含)-80歲,24325,27521074,937
201410,臺灣,行,80(含)歲以上,22121,29356649,938
201410,臺灣,文教康樂,未滿20歲,9875,41461378,939
201410,臺灣,文教康樂,20(含)-25歲,205877,556959515,940
201410,臺灣,文教康樂,25(含)-30歲,549359,1837385092,941
201410,臺灣,文教康樂,30(含)-35歲,715864,2913002570,942
201410,臺灣,文教康樂,35(含)-40歲,700319,3135441825,943
201410,臺灣,文教康樂,40(含)-45歲,603729,2954242107,944
201410,臺灣,文教康樂,45(含)-50歲,506598,2823046634,945
201410,臺灣,文教康樂,50(含)-55歲,363422,2564515915,946
201410,臺灣,文教康樂,55(含)-60歲,232924,2057250902,947
201410,臺灣,文教康樂,60(含)-65歲,138725,1428044035,948
201410,臺灣,文教康樂,65(含)-70歲,55246,628507236,949
201410,臺灣,文教康樂,70(含)-75歲,21999,271642411,950
201410,臺灣,文教康樂,75(含)-80歲,8343,102421420,951
201410,臺灣,文教康樂,80(含)歲以上,11531,115688247,952
201410,臺灣,百貨,未滿20歲,10608,25556957,953
201410,臺灣,百貨,20(含)-25歲,245292,612323234,954
201410,臺灣,百貨,25(含)-30歲,796062,2373579592,955
201410,臺灣,百貨,30(含)-35歲,1330832,4076172119,956
201410,臺灣,百貨,35(含)-40歲,1457043,4539564032,957
201410,臺灣,百貨,40(含)-45歲,1240604,4052131845,958
201410,臺灣,百貨,45(含)-50歲,1032480,3762834338,959
201410,臺灣,百貨,50(含)-55歲,743435,2998440695,960
201410,臺灣,百貨,55(含)-60歲,484339,2093822507,961
201410,臺灣,百貨,60(含)-65歲,286841,1230927781,962
201410,臺灣,百貨,65(含)-70歲,109702,475421489,963
201410,臺灣,百貨,70(含)-75歲,41210,171800648,964
201410,臺灣,百貨,75(含)-80歲,17824,72956649,965
201410,臺灣,百貨,80(含)歲以上,16847,57976724,966
201410,臺灣,其他,未滿20歲,18839,48533765,967
201410,臺灣,其他,20(含)-25歲,407113,1007644992,968
201410,臺灣,其他,25(含)-30歲,1498532,3966895920,969
201410,臺灣,其他,30(含)-35歲,2629479,7346650918,970
201410,臺灣,其他,35(含)-40歲,3072880,9296267126,971
201410,臺灣,其他,40(含)-45歲,2714862,8963012931,972
201410,臺灣,其他,45(含)-50歲,2307632,8359283217,973
201410,臺灣,其他,50(含)-55歲,1661184,6772825363,974
201410,臺灣,其他,55(含)-60歲,1026657,4630344329,975
201410,臺灣,其他,60(含)-65歲,562983,2749877399,976
201410,臺灣,其他,65(含)-70歲,187968,939636653,977
201410,臺灣,其他,70(含)-75歲,63806,378278272,978
201410,臺灣,其他,75(含)-80歲,21000,126248908,979
201410,臺灣,其他,80(含)歲以上,38718,235162262,980
201411,臺灣,食,未滿20歲,13699,17459735,981
201411,臺灣,食,20(含)-25歲,263358,270446026,982
201411,臺灣,食,25(含)-30歲,912894,1102254976,983
201411,臺灣,食,30(含)-35歲,1744997,2182781275,984
201411,臺灣,食,35(含)-40歲,2263701,2791937399,985
201411,臺灣,食,40(含)-45歲,2267521,2802053915,986
201411,臺灣,食,45(含)-50歲,2097224,2649834459,987
201411,臺灣,食,50(含)-55歲,1632909,2172698804,988
201411,臺灣,食,55(含)-60歲,1135528,1562407307,989
201411,臺灣,食,60(含)-65歲,746285,1016460391,990
201411,臺灣,食,65(含)-70歲,315989,420850820,991
201411,臺灣,食,70(含)-75歲,131183,174153339,992
201411,臺灣,食,75(含)-80歲,55329,68762963,993
201411,臺灣,食,80(含)歲以上,44116,63172054,994
201411,臺灣,衣,未滿20歲,4248,9494974,995
201411,臺灣,衣,20(含)-25歲,80555,184711642,996
201411,臺灣,衣,25(含)-30歲,208463,537362571,997
201411,臺灣,衣,30(含)-35歲,336982,901458245,998
201411,臺灣,衣,35(含)-40歲,362031,991928697,999
201411,臺灣,衣,40(含)-45歲,290093,857141885,1000
201411,臺灣,衣,45(含)-50歲,234117,786991139,1001
201411,臺灣,衣,50(含)-55歲,158589,601809147,1002
201411,臺灣,衣,55(含)-60歲,96396,401455649,1003
201411,臺灣,衣,60(含)-65歲,53277,230732790,1004
201411,臺灣,衣,65(含)-70歲,18029,81490077,1005
201411,臺灣,衣,70(含)-75歲,6193,27361626,1006
201411,臺灣,衣,75(含)-80歲,1987,9429159,1007
201411,臺灣,衣,80(含)歲以上,4860,22583959,1008
201411,臺灣,住,未滿20歲,2688,27951026,1009
201411,臺灣,住,20(含)-25歲,45855,155458381,1010
201411,臺灣,住,25(含)-30歲,168187,681036031,1011
201411,臺灣,住,30(含)-35歲,312401,1401559586,1012
201411,臺灣,住,35(含)-40歲,373706,1804626712,1013
201411,臺灣,住,40(含)-45歲,347780,1714596775,1014
201411,臺灣,住,45(含)-50歲,313225,1661525944,1015
201411,臺灣,住,50(含)-55歲,248540,1339229998,1016
201411,臺灣,住,55(含)-60歲,170700,1028660493,1017
201411,臺灣,住,60(含)-65歲,105349,655018880,1018
201411,臺灣,住,65(含)-70歲,42083,251778772,1019
201411,臺灣,住,70(含)-75歲,16556,87330280,1020
201411,臺灣,住,75(含)-80歲,6885,34860420,1021
201411,臺灣,住,80(含)歲以上,7425,60382984,1022
201411,臺灣,行,未滿20歲,25299,22708970,1023
201411,臺灣,行,20(含)-25歲,409270,268506858,1024
201411,臺灣,行,25(含)-30歲,1342956,1056829136,1025
201411,臺灣,行,30(含)-35歲,2183683,1947460613,1026
201411,臺灣,行,35(含)-40歲,2319114,2346927056,1027
201411,臺灣,行,40(含)-45歲,2070156,2244956547,1028
201411,臺灣,行,45(含)-50歲,1856032,2089456050,1029
201411,臺灣,行,50(含)-55歲,1504853,1732034802,1030
201411,臺灣,行,55(含)-60歲,1045804,1205038832,1031
201411,臺灣,行,60(含)-65歲,610782,696603025,1032
201411,臺灣,行,65(含)-70歲,218772,239967165,1033
201411,臺灣,行,70(含)-75歲,74418,80846410,1034
201411,臺灣,行,75(含)-80歲,23679,25879326,1035
201411,臺灣,行,80(含)歲以上,21034,26778515,1036
201411,臺灣,文教康樂,未滿20歲,9055,39416564,1037
201411,臺灣,文教康樂,20(含)-25歲,193160,533147066,1038
201411,臺灣,文教康樂,25(含)-30歲,531968,1707612382,1039
201411,臺灣,文教康樂,30(含)-35歲,698141,2650644995,1040
201411,臺灣,文教康樂,35(含)-40歲,691837,2964032976,1041
201411,臺灣,文教康樂,40(含)-45歲,594141,2843204610,1042
201411,臺灣,文教康樂,45(含)-50歲,494853,2690041306,1043
201411,臺灣,文教康樂,50(含)-55歲,354657,2288222651,1044
201411,臺灣,文教康樂,55(含)-60歲,221069,1669589779,1045
201411,臺灣,文教康樂,60(含)-65歲,130237,1113180870,1046
201411,臺灣,文教康樂,65(含)-70歲,51891,477466216,1047
201411,臺灣,文教康樂,70(含)-75歲,20231,194762327,1048
201411,臺灣,文教康樂,75(含)-80歲,7750,81272028,1049
201411,臺灣,文教康樂,80(含)歲以上,11240,100927182,1050
201411,臺灣,百貨,未滿20歲,9989,23744590,1051
201411,臺灣,百貨,20(含)-25歲,227893,536111327,1052
201411,臺灣,百貨,25(含)-30歲,740502,2055219165,1053
201411,臺灣,百貨,30(含)-35歲,1249101,3558471561,1054
201411,臺灣,百貨,35(含)-40歲,1405783,4039479273,1055
201411,臺灣,百貨,40(含)-45歲,1211360,3771876455,1056
201411,臺灣,百貨,45(含)-50歲,1018834,3586018056,1057
201411,臺灣,百貨,50(含)-55歲,735329,2899298030,1058
201411,臺灣,百貨,55(含)-60歲,479118,2045903371,1059
201411,臺灣,百貨,60(含)-65歲,285513,1211834954,1060
201411,臺灣,百貨,65(含)-70歲,111333,475714944,1061
201411,臺灣,百貨,70(含)-75歲,42225,181061064,1062
201411,臺灣,百貨,75(含)-80歲,18462,77493794,1063
201411,臺灣,百貨,80(含)歲以上,17192,63367314,1064
201411,臺灣,其他,未滿20歲,18645,34894316,1065
201411,臺灣,其他,20(含)-25歲,404415,936923981,1066
201411,臺灣,其他,25(含)-30歲,1469522,3597204293,1067
201411,臺灣,其他,30(含)-35歲,2562864,6626820799,1068
201411,臺灣,其他,35(含)-40歲,2996698,8508480640,1069
201411,臺灣,其他,40(含)-45歲,2633689,8326764350,1070
201411,臺灣,其他,45(含)-50歲,2237571,7862580562,1071
201411,臺灣,其他,50(含)-55歲,1601829,6421310187,1072
201411,臺灣,其他,55(含)-60歲,988470,4640009573,1073
201411,臺灣,其他,60(含)-65歲,546606,2766174767,1074
201411,臺灣,其他,65(含)-70歲,185540,1049880683,1075
201411,臺灣,其他,70(含)-75歲,63349,432190451,1076
201411,臺灣,其他,75(含)-80歲,21826,162421366,1077
201411,臺灣,其他,80(含)歲以上,38713,246897677,1078
201412,臺灣,食,未滿20歲,16416,22990864,1079
201412,臺灣,食,20(含)-25歲,299509,323056198,1080
201412,臺灣,食,25(含)-30歲,998670,1238899756,1081
201412,臺灣,食,30(含)-35歲,1875617,2408054333,1082
201412,臺灣,食,35(含)-40歲,2418928,3048226486,1083
201412,臺灣,食,40(含)-45歲,2409443,3062671397,1084
201412,臺灣,食,45(含)-50歲,2225699,2920325513,1085
201412,臺灣,食,50(含)-55歲,1746392,2404671075,1086
201412,臺灣,食,55(含)-60歲,1223316,1737005366,1087
201412,臺灣,食,60(含)-65歲,814036,1142292828,1088
201412,臺灣,食,65(含)-70歲,350893,476191563,1089
201412,臺灣,食,70(含)-75歲,145258,194585508,1090
201412,臺灣,食,75(含)-80歲,60825,81671556,1091
201412,臺灣,食,80(含)歲以上,47392,71331599,1092
201412,臺灣,衣,未滿20歲,5578,13152916,1093
201412,臺灣,衣,20(含)-25歲,103065,235783813,1094
201412,臺灣,衣,25(含)-30歲,259248,658134936,1095
201412,臺灣,衣,30(含)-35歲,421665,1108410596,1096
201412,臺灣,衣,35(含)-40歲,465888,1268890731,1097
201412,臺灣,衣,40(含)-45歲,386170,1128557869,1098
201412,臺灣,衣,45(含)-50歲,311439,1028562993,1099
201412,臺灣,衣,50(含)-55歲,206753,785771596,1100
201412,臺灣,衣,55(含)-60歲,124138,522672944,1101
201412,臺灣,衣,60(含)-65歲,67751,292948430,1102
201412,臺灣,衣,65(含)-70歲,24069,108216802,1103
201412,臺灣,衣,70(含)-75歲,8082,38522848,1104
201412,臺灣,衣,75(含)-80歲,2792,11828233,1105
201412,臺灣,衣,80(含)歲以上,6076,27640513,1106
201412,臺灣,住,未滿20歲,3454,33533105,1107
201412,臺灣,住,20(含)-25歲,53430,176753769,1108
201412,臺灣,住,25(含)-30歲,182412,706939082,1109
201412,臺灣,住,30(含)-35歲,320472,1334279423,1110
201412,臺灣,住,35(含)-40歲,377388,1664017998,1111
201412,臺灣,住,40(含)-45歲,355165,1687440755,1112
201412,臺灣,住,45(含)-50歲,321067,1649995019,1113
201412,臺灣,住,50(含)-55歲,253933,1343445572,1114
201412,臺灣,住,55(含)-60歲,175177,1071236189,1115
201412,臺灣,住,60(含)-65歲,108571,656421140,1116
201412,臺灣,住,65(含)-70歲,44444,251445871,1117
201412,臺灣,住,70(含)-75歲,16478,84237075,1118
201412,臺灣,住,75(含)-80歲,6812,33772208,1119
201412,臺灣,住,80(含)歲以上,7135,54510314,1120
201412,臺灣,行,未滿20歲,27446,23960171,1121
201412,臺灣,行,20(含)-25歲,426388,290875696,1122
201412,臺灣,行,25(含)-30歲,1387572,1096504857,1123
201412,臺灣,行,30(含)-35歲,2267807,1982913914,1124
201412,臺灣,行,35(含)-40歲,2432113,2369342221,1125
201412,臺灣,行,40(含)-45歲,2181451,2275921421,1126
201412,臺灣,行,45(含)-50歲,1969689,2128911308,1127
201412,臺灣,行,50(含)-55歲,1591069,1752147384,1128
201412,臺灣,行,55(含)-60歲,1100502,1208892750,1129
201412,臺灣,行,60(含)-65歲,645275,700267304,1130
201412,臺灣,行,65(含)-70歲,233281,241052421,1131
201412,臺灣,行,70(含)-75歲,77904,79760727,1132
201412,臺灣,行,75(含)-80歲,24870,26213175,1133
201412,臺灣,行,80(含)歲以上,22221,27921472,1134
201412,臺灣,文教康樂,未滿20歲,10257,46084358,1135
201412,臺灣,文教康樂,20(含)-25歲,202493,573054248,1136
201412,臺灣,文教康樂,25(含)-30歲,542941,1752535110,1137
201412,臺灣,文教康樂,30(含)-35歲,734281,2764104951,1138
201412,臺灣,文教康樂,35(含)-40歲,752491,3153403701,1139
201412,臺灣,文教康樂,40(含)-45歲,646591,3093265503,1140
201412,臺灣,文教康樂,45(含)-50歲,533743,2928315995,1141
201412,臺灣,文教康樂,50(含)-55歲,377682,2406322900,1142
201412,臺灣,文教康樂,55(含)-60歲,234743,1726169555,1143
201412,臺灣,文教康樂,60(含)-65歲,137650,1104334959,1144
201412,臺灣,文教康樂,65(含)-70歲,54521,456171804,1145
201412,臺灣,文教康樂,70(含)-75歲,20807,181562656,1146
201412,臺灣,文教康樂,75(含)-80歲,7864,72630378,1147
201412,臺灣,文教康樂,80(含)歲以上,11476,97496149,1148
201412,臺灣,百貨,未滿20歲,12606,27885848,1149
201412,臺灣,百貨,20(含)-25歲,254548,546409184,1150
201412,臺灣,百貨,25(含)-30歲,763444,1842059708,1151
201412,臺灣,百貨,30(含)-35歲,1262951,3132970234,1152
201412,臺灣,百貨,35(含)-40歲,1435269,3642080175,1153
201412,臺灣,百貨,40(含)-45歲,1233956,3349820909,1154
201412,臺灣,百貨,45(含)-50歲,1014976,3128238783,1155
201412,臺灣,百貨,50(含)-55歲,710082,2416847790,1156
201412,臺灣,百貨,55(含)-60歲,448963,1646776112,1157
201412,臺灣,百貨,60(含)-65歲,265554,941590810,1158
201412,臺灣,百貨,65(含)-70歲,103786,369529566,1159
201412,臺灣,百貨,70(含)-75歲,39270,141269995,1160
201412,臺灣,百貨,75(含)-80歲,16734,53853425,1161
201412,臺灣,百貨,80(含)歲以上,17050,54840194,1162
201412,臺灣,其他,未滿20歲,19644,38955642,1163
201412,臺灣,其他,20(含)-25歲,437230,1037169434,1164
201412,臺灣,其他,25(含)-30歲,1584503,4008764240,1165
201412,臺灣,其他,30(含)-35歲,2844205,7882708674,1166
201412,臺灣,其他,35(含)-40歲,3434315,10874732355,1167
201412,臺灣,其他,40(含)-45歲,3063227,11019452274,1168
201412,臺灣,其他,45(含)-50歲,2633309,10712121047,1169
201412,臺灣,其他,50(含)-55歲,1913543,9011918446,1170
201412,臺灣,其他,55(含)-60歲,1190891,6278270448,1171
201412,臺灣,其他,60(含)-65歲,657930,3859095286,1172
201412,臺灣,其他,65(含)-70歲,222573,1416838763,1173
201412,臺灣,其他,70(含)-75歲,73795,548007549,1174
201412,臺灣,其他,75(含)-80歲,24556,158279999,1175
201412,臺灣,其他,80(含)歲以上,43635,297674681,1176
201501,臺灣,食,未滿20歲,14507,21747182,1177
201501,臺灣,食,20(含)-25歲,284073,311490927,1178
201501,臺灣,食,25(含)-30歲,963374,1226723874,1179
201501,臺灣,食,30(含)-35歲,1841467,2435988208,1180
201501,臺灣,食,35(含)-40歲,2393206,3158506067,1181
201501,臺灣,食,40(含)-45歲,2406168,3244359300,1182
201501,臺灣,食,45(含)-50歲,2262308,3185801583,1183
201501,臺灣,食,50(含)-55歲,1794338,2700258827,1184
201501,臺灣,食,55(含)-60歲,1253935,1937220600,1185
201501,臺灣,食,60(含)-65歲,835794,1282818294,1186
201501,臺灣,食,65(含)-70歲,363974,530482012,1187
201501,臺灣,食,70(含)-75歲,147501,207442420,1188
201501,臺灣,食,75(含)-80歲,62731,87478715,1189
201501,臺灣,食,80(含)歲以上,48534,73590175,1190
201501,臺灣,衣,未滿20歲,3801,9323629,1191
201501,臺灣,衣,20(含)-25歲,81520,182216273,1192
201501,臺灣,衣,25(含)-30歲,217268,540103912,1193
201501,臺灣,衣,30(含)-35歲,364544,939855595,1194
201501,臺灣,衣,35(含)-40歲,405176,1078384826,1195
201501,臺灣,衣,40(含)-45歲,342782,996880708,1196
201501,臺灣,衣,45(含)-50歲,291641,972331984,1197
201501,臺灣,衣,50(含)-55歲,203214,753139211,1198
201501,臺灣,衣,55(含)-60歲,121410,504940438,1199
201501,臺灣,衣,60(含)-65歲,66709,285123123,1200
201501,臺灣,衣,65(含)-70歲,23768,105305938,1201
201501,臺灣,衣,70(含)-75歲,7583,34904612,1202
201501,臺灣,衣,75(含)-80歲,2527,11632297,1203
201501,臺灣,衣,80(含)歲以上,5536,24888879,1204
201501,臺灣,住,未滿20歲,3145,28275635,1205
201501,臺灣,住,20(含)-25歲,51082,169833702,1206
201501,臺灣,住,25(含)-30歲,177127,702546158,1207
201501,臺灣,住,30(含)-35歲,325411,1373081715,1208
201501,臺灣,住,35(含)-40歲,393688,1780361161,1209
201501,臺灣,住,40(含)-45歲,377389,1802686563,1210
201501,臺灣,住,45(含)-50歲,345809,1745356154,1211
201501,臺灣,住,50(含)-55歲,274534,1428370269,1212
201501,臺灣,住,55(含)-60歲,187875,1090277471,1213
201501,臺灣,住,60(含)-65歲,115313,703986584,1214
201501,臺灣,住,65(含)-70歲,47613,252977826,1215
201501,臺灣,住,70(含)-75歲,17902,92565629,1216
201501,臺灣,住,75(含)-80歲,7322,38073810,1217
201501,臺灣,住,80(含)歲以上,7511,56820411,1218
201501,臺灣,行,未滿20歲,23338,21651443,1219
201501,臺灣,行,20(含)-25歲,410889,270904827,1220
201501,臺灣,行,25(含)-30歲,1347184,1010469992,1221
201501,臺灣,行,30(含)-35歲,2200489,1809614805,1222
201501,臺灣,行,35(含)-40歲,2356475,2154001889,1223
201501,臺灣,行,40(含)-45歲,2099560,2052326677,1224
201501,臺灣,行,45(含)-50歲,1892365,1892836695,1225
201501,臺灣,行,50(含)-55歲,1535591,1568790006,1226
201501,臺灣,行,55(含)-60歲,1061629,1078747349,1227
201501,臺灣,行,60(含)-65歲,627041,631775456,1228
201501,臺灣,行,65(含)-70歲,228489,217023468,1229
201501,臺灣,行,70(含)-75歲,74934,72824771,1230
201501,臺灣,行,75(含)-80歲,23897,23108746,1231
201501,臺灣,行,80(含)歲以上,20762,26686582,1232
201501,臺灣,文教康樂,未滿20歲,10271,48933095,1233
201501,臺灣,文教康樂,20(含)-25歲,207163,604482814,1234
201501,臺灣,文教康樂,25(含)-30歲,538200,1746114597,1235
201501,臺灣,文教康樂,30(含)-35歲,725112,2821672815,1236
201501,臺灣,文教康樂,35(含)-40歲,759081,3421119135,1237
201501,臺灣,文教康樂,40(含)-45歲,678573,3674385116,1238
201501,臺灣,文教康樂,45(含)-50歲,568539,3513468110,1239
201501,臺灣,文教康樂,50(含)-55歲,393835,2669780953,1240
201501,臺灣,文教康樂,55(含)-60歲,236483,1727866677,1241
201501,臺灣,文教康樂,60(含)-65歲,137914,1068435439,1242
201501,臺灣,文教康樂,65(含)-70歲,55893,460724051,1243
201501,臺灣,文教康樂,70(含)-75歲,20793,172947675,1244
201501,臺灣,文教康樂,75(含)-80歲,8083,72944585,1245
201501,臺灣,文教康樂,80(含)歲以上,11660,95547119,1246
201501,臺灣,百貨,未滿20歲,9534,23774156,1247
201501,臺灣,百貨,20(含)-25歲,197896,415722821,1248
201501,臺灣,百貨,25(含)-30歲,602414,1441757396,1249
201501,臺灣,百貨,30(含)-35歲,1030355,2495040935,1250
201501,臺灣,百貨,35(含)-40歲,1190242,2979100401,1251
201501,臺灣,百貨,40(含)-45歲,1043234,2836292251,1252
201501,臺灣,百貨,45(含)-50歲,869690,2665542903,1253
201501,臺灣,百貨,50(含)-55歲,615323,2101141331,1254
201501,臺灣,百貨,55(含)-60歲,385508,1411768545,1255
201501,臺灣,百貨,60(含)-65歲,230664,818476441,1256
201501,臺灣,百貨,65(含)-70歲,91498,312865373,1257
201501,臺灣,百貨,70(含)-75歲,33947,118216706,1258
201501,臺灣,百貨,75(含)-80歲,15049,51857339,1259
201501,臺灣,百貨,80(含)歲以上,15401,46957731,1260
201501,臺灣,其他,未滿20歲,17934,39139674,1261
201501,臺灣,其他,20(含)-25歲,420004,963990708,1262
201501,臺灣,其他,25(含)-30歲,1501330,3600143159,1263
201501,臺灣,其他,30(含)-35歲,2659066,6809697773,1264
201501,臺灣,其他,35(含)-40歲,3176042,9070952515,1265
201501,臺灣,其他,40(含)-45歲,2822655,9109045692,1266
201501,臺灣,其他,45(含)-50歲,2429243,8823587485,1267
201501,臺灣,其他,50(含)-55歲,1769362,7345091929,1268
201501,臺灣,其他,55(含)-60歲,1093610,5020303693,1269
201501,臺灣,其他,60(含)-65歲,608910,3016368135,1270
201501,臺灣,其他,65(含)-70歲,210434,1123970699,1271
201501,臺灣,其他,70(含)-75歲,69573,407756145,1272
201501,臺灣,其他,75(含)-80歲,23372,125863604,1273
201501,臺灣,其他,80(含)歲以上,41343,243336060,1274
201502,臺灣,食,未滿20歲,12796,24745353,1275
201502,臺灣,食,20(含)-25歲,257507,313399390,1276
201502,臺灣,食,25(含)-30歲,906546,1256108018,1277
201502,臺灣,食,30(含)-35歲,1749815,2521812160,1278
201502,臺灣,食,35(含)-40歲,2296902,3338117845,1279
201502,臺灣,食,40(含)-45歲,2327843,3500332566,1280
201502,臺灣,食,45(含)-50歲,2224641,3503651283,1281
201502,臺灣,食,50(含)-55歲,1779291,2964992842,1282
201502,臺灣,食,55(含)-60歲,1237325,2130400984,1283
201502,臺灣,食,60(含)-65歲,817897,1386903437,1284
201502,臺灣,食,65(含)-70歲,355554,580909162,1285
201502,臺灣,食,70(含)-75歲,142948,232963087,1286
201502,臺灣,食,75(含)-80歲,60377,100993004,1287
201502,臺灣,食,80(含)歲以上,46045,83737690,1288
201502,臺灣,衣,未滿20歲,4533,11897353,1289
201502,臺灣,衣,20(含)-25歲,88331,209098572,1290
201502,臺灣,衣,25(含)-30歲,218847,561977919,1291
201502,臺灣,衣,30(含)-35歲,353036,917520349,1292
201502,臺灣,衣,35(含)-40歲,411992,1073100111,1293
201502,臺灣,衣,40(含)-45歲,378741,1044814797,1294
201502,臺灣,衣,45(含)-50歲,325650,989608836,1295
201502,臺灣,衣,50(含)-55歲,214580,731704874,1296
201502,臺灣,衣,55(含)-60歲,117972,449368718,1297
201502,臺灣,衣,60(含)-65歲,62122,246825030,1298
201502,臺灣,衣,65(含)-70歲,20322,82503185,1299
201502,臺灣,衣,70(含)-75歲,6576,27396205,1300
201502,臺灣,衣,75(含)-80歲,2097,9046200,1301
201502,臺灣,衣,80(含)歲以上,5093,20600185,1302
201502,臺灣,住,未滿20歲,3180,31687223,1303
201502,臺灣,住,20(含)-25歲,50073,171451690,1304
201502,臺灣,住,25(含)-30歲,171027,649684222,1305
201502,臺灣,住,30(含)-35歲,314424,1262071820,1306
201502,臺灣,住,35(含)-40歲,389555,1654434844,1307
201502,臺灣,住,40(含)-45歲,387211,1781286064,1308
201502,臺灣,住,45(含)-50歲,361204,1773230066,1309
201502,臺灣,住,50(含)-55歲,280216,1424594998,1310
201502,臺灣,住,55(含)-60歲,181871,1007743267,1311
201502,臺灣,住,60(含)-65歲,109061,626973839,1312
201502,臺灣,住,65(含)-70歲,43646,227792484,1313
201502,臺灣,住,70(含)-75歲,16430,86427014,1314
201502,臺灣,住,75(含)-80歲,6737,36646624,1315
201502,臺灣,住,80(含)歲以上,7188,51553808,1316
201502,臺灣,行,未滿20歲,18674,17092855,1317
201502,臺灣,行,20(含)-25歲,355486,243014419,1318
201502,臺灣,行,25(含)-30歲,1189535,908565310,1319
201502,臺灣,行,30(含)-35歲,1969846,1635548457,1320
201502,臺灣,行,35(含)-40歲,2140923,1949799346,1321
201502,臺灣,行,40(含)-45歲,1934338,1874003408,1322
201502,臺灣,行,45(含)-50歲,1766396,1748007561,1323
201502,臺灣,行,50(含)-55歲,1450955,1444685111,1324
201502,臺灣,行,55(含)-60歲,1010698,1003159189,1325
201502,臺灣,行,60(含)-65歲,598462,580474997,1326
201502,臺灣,行,65(含)-70歲,218496,203661312,1327
201502,臺灣,行,70(含)-75歲,71097,67443379,1328
201502,臺灣,行,75(含)-80歲,22902,21877764,1329
201502,臺灣,行,80(含)歲以上,18827,21380152,1330
201502,臺灣,文教康樂,未滿20歲,11352,54257639,1331
201502,臺灣,文教康樂,20(含)-25歲,212406,644951395,1332
201502,臺灣,文教康樂,25(含)-30歲,540875,1740914755,1333
201502,臺灣,文教康樂,30(含)-35歲,721135,2680303042,1334
201502,臺灣,文教康樂,35(含)-40歲,759396,3148451122,1335
201502,臺灣,文教康樂,40(含)-45歲,710067,3834965547,1336
201502,臺灣,文教康樂,45(含)-50歲,639145,4895358769,1337
201502,臺灣,文教康樂,50(含)-55歲,437869,4023291797,1338
201502,臺灣,文教康樂,55(含)-60歲,234128,2030741510,1339
201502,臺灣,文教康樂,60(含)-65歲,125874,1033000596,1340
201502,臺灣,文教康樂,65(含)-70歲,48373,402625412,1341
201502,臺灣,文教康樂,70(含)-75歲,17644,166789682,1342
201502,臺灣,文教康樂,75(含)-80歲,6723,59374912,1343
201502,臺灣,文教康樂,80(含)歲以上,11240,103357623,1344
201502,臺灣,百貨,未滿20歲,10137,26360419,1345
201502,臺灣,百貨,20(含)-25歲,210749,509125648,1346
201502,臺灣,百貨,25(含)-30歲,642802,1744531300,1347
201502,臺灣,百貨,30(含)-35歲,1080094,2887708084,1348
201502,臺灣,百貨,35(含)-40歲,1261386,3403910141,1349
201502,臺灣,百貨,40(含)-45歲,1122826,3202684121,1350
201502,臺灣,百貨,45(含)-50歲,953440,3029283290,1351
201502,臺灣,百貨,50(含)-55歲,656030,2261316952,1352
201502,臺灣,百貨,55(含)-60歲,391160,1453743716,1353
201502,臺灣,百貨,60(含)-65歲,227150,823902197,1354
201502,臺灣,百貨,65(含)-70歲,87698,314073260,1355
201502,臺灣,百貨,70(含)-75歲,31828,105961282,1356
201502,臺灣,百貨,75(含)-80歲,14059,49474309,1357
201502,臺灣,百貨,80(含)歲以上,14564,47275224,1358
201502,臺灣,其他,未滿20歲,15473,33541185,1359
201502,臺灣,其他,20(含)-25歲,373702,882138568,1360
201502,臺灣,其他,25(含)-30歲,1295953,3104478460,1361
201502,臺灣,其他,30(含)-35歲,2258566,5655636448,1362
201502,臺灣,其他,35(含)-40歲,2692400,7392130097,1363
201502,臺灣,其他,40(含)-45歲,2387932,7443572357,1364
201502,臺灣,其他,45(含)-50歲,2064399,7518017545,1365
201502,臺灣,其他,50(含)-55歲,1488813,6121869080,1366
201502,臺灣,其他,55(含)-60歲,901835,3883639688,1367
201502,臺灣,其他,60(含)-65歲,501366,2251823887,1368
201502,臺灣,其他,65(含)-70歲,172016,809333845,1369
201502,臺灣,其他,70(含)-75歲,55960,302846794,1370
201502,臺灣,其他,75(含)-80歲,18896,88083797,1371
201502,臺灣,其他,80(含)歲以上,35537,206119820,1372
201503,臺灣,食,未滿20歲,14708,22112497,1373
201503,臺灣,食,20(含)-25歲,275859,292595311,1374
201503,臺灣,食,25(含)-30歲,910712,1105615394,1375
201503,臺灣,食,30(含)-35歲,1724057,2169380075,1376
201503,臺灣,食,35(含)-40歲,2239182,2766215767,1377
201503,臺灣,食,40(含)-45歲,2216224,2750207505,1378
201503,臺灣,食,45(含)-50歲,2065186,2604665244,1379
201503,臺灣,食,50(含)-55歲,1640038,2160266581,1380
201503,臺灣,食,55(含)-60歲,1148978,1588355697,1381
201503,臺灣,食,60(含)-65歲,772148,1048305158,1382
