年月,地區,信用卡產業別,年齡層,信用卡交易筆數,信用卡交易金額[新臺幣],編號
201405,臺灣,百貨,55(含)-60歲,388549,1414462052,471
201405,臺灣,百貨,60(含)-65歲,229431,800353735,472
201405,臺灣,百貨,65(含)-70歲,85340,293469258,473
201405,臺灣,百貨,70(含)-75歲,33871,114084362,474
201405,臺灣,百貨,75(含)-80歲,14580,47061792,475
201405,臺灣,百貨,80(含)歲以上,14496,45055978,476
201405,臺灣,其他,未滿20歲,16297,31423474,477
201405,臺灣,其他,20(含)-25歲,383582,837207202,478
201405,臺灣,其他,25(含)-30歲,1499298,4052555010,479
201405,臺灣,其他,30(含)-35歲,2688335,9269295722,480
201405,臺灣,其他,35(含)-40歲,3085476,12517029883,481
201405,臺灣,其他,40(含)-45歲,2747001,13487595538,482
201405,臺灣,其他,45(含)-50歲,2312698,13168409987,483
201405,臺灣,其他,50(含)-55歲,1650572,11653107125,484
201405,臺灣,其他,55(含)-60歲,1024871,8716120880,485
201405,臺灣,其他,60(含)-65歲,557800,6641842958,486
201405,臺灣,其他,65(含)-70歲,180061,2398454791,487
201405,臺灣,其他,70(含)-75歲,63997,893094917,488
201405,臺灣,其他,75(含)-80歲,21315,428436404,489
201405,臺灣,其他,80(含)歲以上,36201,337707207,490
201406,臺灣,食,未滿20歲,12190,19183157,491
201406,臺灣,食,20(含)-25歲,255101,271955915,492
201406,臺灣,食,25(含)-30歲,913107,1080487735,493
201406,臺灣,食,30(含)-35歲,1727690,2127749144,494
201406,臺灣,食,35(含)-40歲,2180173,2623792871,495
201406,臺灣,食,40(含)-45歲,2205807,2688454452,496
201406,臺灣,食,45(含)-50歲,2040637,2566208059,497
201406,臺灣,食,50(含)-55歲,1578746,2087834649,498
201406,臺灣,食,55(含)-60歲,1100134,1475602348,499
201406,臺灣,食,60(含)-65歲,707709,934630983,500
201406,臺灣,食,65(含)-70歲,285588,366705293,501
201406,臺灣,食,70(含)-75歲,123541,153289836,502
201406,臺灣,食,75(含)-80歲,51145,64083555,503
201406,臺灣,食,80(含)歲以上,41132,59140384,504
201406,臺灣,衣,未滿20歲,3671,7994526,505
201406,臺灣,衣,20(含)-25歲,77738,152306794,506
201406,臺灣,衣,25(含)-30歲,206598,452050550,507
201406,臺灣,衣,30(含)-35歲,334502,765637751,508
201406,臺灣,衣,35(含)-40歲,348615,824546454,509
201406,臺灣,衣,40(含)-45歲,299882,769370047,510
201406,臺灣,衣,45(含)-50歲,246608,707359051,511
201406,臺灣,衣,50(含)-55歲,167215,554631547,512
201406,臺灣,衣,55(含)-60歲,99823,362484779,513
201406,臺灣,衣,60(含)-65歲,53203,200736002,514
201406,臺灣,衣,65(含)-70歲,17747,64303836,515
201406,臺灣,衣,70(含)-75歲,6479,25311376,516
201406,臺灣,衣,75(含)-80歲,2109,9662929,517
201406,臺灣,衣,80(含)歲以上,4794,17631921,518
201406,臺灣,住,未滿20歲,2432,21613192,519
201406,臺灣,住,20(含)-25歲,42541,146105869,520
201406,臺灣,住,25(含)-30歲,156218,611692305,521
201406,臺灣,住,30(含)-35歲,290926,1257238763,522
201406,臺灣,住,35(含)-40歲,346716,1579258602,523
201406,臺灣,住,40(含)-45歲,331212,1605996608,524
201406,臺灣,住,45(含)-50歲,300682,1561106261,525
201406,臺灣,住,50(含)-55歲,233343,1231244885,526
201406,臺灣,住,55(含)-60歲,158134,935812754,527
201406,臺灣,住,60(含)-65歲,92832,528453982,528
201406,臺灣,住,65(含)-70歲,35560,199734958,529
201406,臺灣,住,70(含)-75歲,14331,76113668,530
201406,臺灣,住,75(含)-80歲,5831,29460820,531
201406,臺灣,住,80(含)歲以上,6569,44245918,532
201406,臺灣,行,未滿20歲,20203,24969729,533
201406,臺灣,行,20(含)-25歲,399697,292167899,534
201406,臺灣,行,25(含)-30歲,1359105,1180485420,535
201406,臺灣,行,30(含)-35歲,2191272,2183846439,536
201406,臺灣,行,35(含)-40歲,2301908,2619574258,537
201406,臺灣,行,40(含)-45歲,2102903,2607399154,538
201406,臺灣,行,45(含)-50歲,1883212,2413623482,539
201406,臺灣,行,50(含)-55歲,1514688,1966967735,540
201406,臺灣,行,55(含)-60歲,1031720,1332681456,541
201406,臺灣,行,60(含)-65歲,586224,743813971,542
201406,臺灣,行,65(含)-70歲,200579,247008071,543
201406,臺灣,行,70(含)-75歲,70568,84325972,544
201406,臺灣,行,75(含)-80歲,21699,27927873,545
201406,臺灣,行,80(含)歲以上,21194,29886486,546
201406,臺灣,文教康樂,未滿20歲,9351,63603062,547
201406,臺灣,文教康樂,20(含)-25歲,188739,570198328,548
201406,臺灣,文教康樂,25(含)-30歲,521762,1647769843,549
201406,臺灣,文教康樂,30(含)-35歲,684388,2622651403,550
201406,臺灣,文教康樂,35(含)-40歲,677571,3193049330,551
201406,臺灣,文教康樂,40(含)-45歲,610532,3754772883,552
201406,臺灣,文教康樂,45(含)-50歲,506971,3720538113,553
201406,臺灣,文教康樂,50(含)-55歲,342066,2784318379,554
201406,臺灣,文教康樂,55(含)-60歲,207697,1898614779,555
201406,臺灣,文教康樂,60(含)-65歲,119197,1231727810,556
201406,臺灣,文教康樂,65(含)-70歲,45532,528836132,557
201406,臺灣,文教康樂,70(含)-75歲,19193,242045355,558
201406,臺灣,文教康樂,75(含)-80歲,7015,94084251,559
201406,臺灣,文教康樂,80(含)歲以上,10641,106936923,560
201406,臺灣,百貨,未滿20歲,9278,21374027,561
201406,臺灣,百貨,20(含)-25歲,190938,381520300,562
201406,臺灣,百貨,25(含)-30歲,614922,1381059544,563
201406,臺灣,百貨,30(含)-35歲,1039345,2373490137,564
201406,臺灣,百貨,35(含)-40歲,1159428,2724196324,565
201406,臺灣,百貨,40(含)-45歲,1018560,2592467903,566
201406,臺灣,百貨,45(含)-50歲,841057,2390364467,567
201406,臺灣,百貨,50(含)-55歲,583166,1890834367,568
201406,臺灣,百貨,55(含)-60歲,372078,1230110200,569
201406,臺灣,百貨,60(含)-65歲,218780,709160430,570
201406,臺灣,百貨,65(含)-70歲,82121,264819735,571
201406,臺灣,百貨,70(含)-75歲,32284,99244979,572
201406,臺灣,百貨,75(含)-80歲,14028,43184486,573
201406,臺灣,百貨,80(含)歲以上,14214,41665299,574
201406,臺灣,其他,未滿20歲,16113,32390703,575
201406,臺灣,其他,20(含)-25歲,372634,806709895,576
201406,臺灣,其他,25(含)-30歲,1415551,3352839723,577
201406,臺灣,其他,30(含)-35歲,2545694,6811879830,578
201406,臺灣,其他,35(含)-40歲,2977647,9233880209,579
201406,臺灣,其他,40(含)-45歲,2664312,9618998595,580
201406,臺灣,其他,45(含)-50歲,2258293,9201804797,581
201406,臺灣,其他,50(含)-55歲,1600746,7562380021,582
201406,臺灣,其他,55(含)-60歲,987477,5159660565,583
201406,臺灣,其他,60(含)-65歲,532030,3025005787,584
201406,臺灣,其他,65(含)-70歲,170870,1044964808,585
201406,臺灣,其他,70(含)-75歲,59872,416946920,586
201406,臺灣,其他,75(含)-80歲,19788,161479339,587
201406,臺灣,其他,80(含)歲以上,35339,255172471,588
201407,臺灣,食,未滿20歲,14112,19046198,589
201407,臺灣,食,20(含)-25歲,277237,289602262,590
201407,臺灣,食,25(含)-30歲,996644,1153143931,591
201407,臺灣,食,30(含)-35歲,1900096,2271960998,592
201407,臺灣,食,35(含)-40歲,2422169,2903305692,593
201407,臺灣,食,40(含)-45歲,2456563,2996165467,594
201407,臺灣,食,45(含)-50歲,2299338,2887345958,595
201407,臺灣,食,50(含)-55歲,1791179,2361740746,596
201407,臺灣,食,55(含)-60歲,1247661,1660977840,597
201407,臺灣,食,60(含)-65歲,807264,1046545706,598
201407,臺灣,食,65(含)-70歲,330503,412800263,599
201407,臺灣,食,70(含)-75歲,143405,179161451,600
201407,臺灣,食,75(含)-80歲,59134,72357749,601
201407,臺灣,食,80(含)歲以上,46284,65792981,602
201407,臺灣,衣,未滿20歲,3839,8348699,603
201407,臺灣,衣,20(含)-25歲,75391,144718005,604
201407,臺灣,衣,25(含)-30歲,208524,443997777,605
201407,臺灣,衣,30(含)-35歲,340998,766429797,606
201407,臺灣,衣,35(含)-40歲,367873,838711034,607
201407,臺灣,衣,40(含)-45歲,319022,779691350,608
201407,臺灣,衣,45(含)-50歲,267694,748460722,609
201407,臺灣,衣,50(含)-55歲,180961,568584619,610
201407,臺灣,衣,55(含)-60歲,106625,373982080,611
201407,臺灣,衣,60(含)-65歲,56265,200586815,612
201407,臺灣,衣,65(含)-70歲,18033,65030612,613
201407,臺灣,衣,70(含)-75歲,6295,23580933,614
201407,臺灣,衣,75(含)-80歲,1997,8042018,615
201407,臺灣,衣,80(含)歲以上,5093,18858955,616
201407,臺灣,住,未滿20歲,2981,24034222,617
201407,臺灣,住,20(含)-25歲,46525,162111196,618
201407,臺灣,住,25(含)-30歲,168580,686780288,619
201407,臺灣,住,30(含)-35歲,309903,1347777559,620
201407,臺灣,住,35(含)-40歲,383632,1796983770,621
201407,臺灣,住,40(含)-45歲,387369,1917387367,622
201407,臺灣,住,45(含)-50歲,358839,1920248477,623
201407,臺灣,住,50(含)-55歲,266856,1444261125,624
201407,臺灣,住,55(含)-60歲,171848,995294944,625
201407,臺灣,住,60(含)-65歲,101735,595798635,626
201407,臺灣,住,65(含)-70歲,40264,225420616,627
201407,臺灣,住,70(含)-75歲,16045,83254621,628
201407,臺灣,住,75(含)-80歲,6471,33436321,629
201407,臺灣,住,80(含)歲以上,7151,45242692,630
201407,臺灣,行,未滿20歲,19493,22397498,631
201407,臺灣,行,20(含)-25歲,402882,299931024,632
201407,臺灣,行,25(含)-30歲,1416034,1219051729,633
201407,臺灣,行,30(含)-35歲,2288559,2260137255,634
201407,臺灣,行,35(含)-40歲,2445596,2769217943,635
201407,臺灣,行,40(含)-45歲,2246487,2760367435,636
201407,臺灣,行,45(含)-50歲,1991473,2542377105,637
201407,臺灣,行,50(含)-55歲,1573717,2047188386,638
201407,臺灣,行,55(含)-60歲,1066077,1387451856,639
201407,臺灣,行,60(含)-65歲,607049,773664290,640
201407,臺灣,行,65(含)-70歲,207375,253004378,641
201407,臺灣,行,70(含)-75歲,72149,86930638,642
201407,臺灣,行,75(含)-80歲,21924,28281507,643
201407,臺灣,行,80(含)歲以上,22255,32405775,644
201407,臺灣,文教康樂,未滿20歲,9787,68388856,645
201407,臺灣,文教康樂,20(含)-25歲,158549,553135978,646
201407,臺灣,文教康樂,25(含)-30歲,443419,1599816736,647
201407,臺灣,文教康樂,30(含)-35歲,645842,2557666687,648
201407,臺灣,文教康樂,35(含)-40歲,708965,3259808859,649
201407,臺灣,文教康樂,40(含)-45歲,659917,3804783715,650
201407,臺灣,文教康樂,45(含)-50歲,544639,3833443355,651
201407,臺灣,文教康樂,50(含)-55歲,357905,2854965696,652
201407,臺灣,文教康樂,55(含)-60歲,211173,1781110513,653
201407,臺灣,文教康樂,60(含)-65歲,119247,1067127226,654
201407,臺灣,文教康樂,65(含)-70歲,45485,442829861,655
201407,臺灣,文教康樂,70(含)-75歲,18745,203087968,656
201407,臺灣,文教康樂,75(含)-80歲,6955,76911058,657
201407,臺灣,文教康樂,80(含)歲以上,10778,96849715,658
201407,臺灣,百貨,未滿20歲,10366,24845840,659
201407,臺灣,百貨,20(含)-25歲,194911,388449741,660
201407,臺灣,百貨,25(含)-30歲,624669,1357662709,661
201407,臺灣,百貨,30(含)-35歲,1065393,2357075427,662
201407,臺灣,百貨,35(含)-40歲,1215974,2741028458,663
201407,臺灣,百貨,40(含)-45歲,1073369,2602741368,664
201407,臺灣,百貨,45(含)-50歲,887652,2430451890,665
201407,臺灣,百貨,50(含)-55歲,606708,1847400033,666
201407,臺灣,百貨,55(含)-60歲,379661,1193302178,667
201407,臺灣,百貨,60(含)-65歲,220451,688971483,668
201407,臺灣,百貨,65(含)-70歲,83552,254179124,669
201407,臺灣,百貨,70(含)-75歲,33139,103843463,670
201407,臺灣,百貨,75(含)-80歲,13939,41499809,671
201407,臺灣,百貨,80(含)歲以上,14614,43850105,672
201407,臺灣,其他,未滿20歲,16640,33626428,673
201407,臺灣,其他,20(含)-25歲,373500,796063334,674
201407,臺灣,其他,25(含)-30歲,1401797,3142783151,675
201407,臺灣,其他,30(含)-35歲,2519189,6180355544,676
201407,臺灣,其他,35(含)-40歲,2968803,8252746298,677
201407,臺灣,其他,40(含)-45歲,2672690,8363435608,678
201407,臺灣,其他,45(含)-50歲,2271495,8092491101,679
201407,臺灣,其他,50(含)-55歲,1609664,6566048412,680
201407,臺灣,其他,55(含)-60歲,988430,4497258441,681
201407,臺灣,其他,60(含)-65歲,532343,2706177534,682
201407,臺灣,其他,65(含)-70歲,170175,928413126,683
201407,臺灣,其他,70(含)-75歲,59948,382630352,684
201407,臺灣,其他,75(含)-80歲,19669,124023119,685
201407,臺灣,其他,80(含)歲以上,36494,219078131,686
201408,臺灣,食,未滿20歲,15773,22292088,687
201408,臺灣,食,20(含)-25歲,297071,336568752,688
201408,臺灣,食,25(含)-30歲,1073786,1365284550,689
201408,臺灣,食,30(含)-35歲,2009581,2614884610,690
201408,臺灣,食,35(含)-40歲,2549470,3290548772,691
201408,臺灣,食,40(含)-45歲,2585020,3410658329,692
201408,臺灣,食,45(含)-50歲,2427518,3292452108,693
201408,臺灣,食,50(含)-55歲,1900494,2676357802,694
201408,臺灣,食,55(含)-60歲,1318202,1874840282,695
201408,臺灣,食,60(含)-65歲,845043,1171039075,696
201408,臺灣,食,65(含)-70歲,345738,458381349,697
201408,臺灣,食,70(含)-75歲,146291,191896938,698
201408,臺灣,食,75(含)-80歲,60599,79803237,699
201408,臺灣,食,80(含)歲以上,47879,72937145,700
201408,臺灣,衣,未滿20歲,4014,8240001,701
201408,臺灣,衣,20(含)-25歲,75256,145095736,702
201408,臺灣,衣,25(含)-30歲,200403,425596370,703
201408,臺灣,衣,30(含)-35歲,331575,731156579,704
201408,臺灣,衣,35(含)-40歲,362713,803808404,705
201408,臺灣,衣,40(含)-45歲,319661,754797122,706
201408,臺灣,衣,45(含)-50歲,270945,721405748,707
201408,臺灣,衣,50(含)-55歲,185624,567566537,708
201408,臺灣,衣,55(含)-60歲,108537,368053307,709
201408,臺灣,衣,60(含)-65歲,56730,195918300,710
201408,臺灣,衣,65(含)-70歲,18365,63693374,711
201408,臺灣,衣,70(含)-75歲,6257,22205955,712
201408,臺灣,衣,75(含)-80歲,2004,7733053,713
201408,臺灣,衣,80(含)歲以上,4791,17790510,714
201408,臺灣,住,未滿20歲,3696,33562178,715
201408,臺灣,住,20(含)-25歲,48293,162271360,716
201408,臺灣,住,25(含)-30歲,170128,645193440,717
201408,臺灣,住,30(含)-35歲,310021,1246825681,718
201408,臺灣,住,35(含)-40歲,388915,1698617622,719
201408,臺灣,住,40(含)-45歲,392495,1846022923,720
201408,臺灣,住,45(含)-50歲,357897,1794829142,721
201408,臺灣,住,50(含)-55歲,264672,1354603370,722
201408,臺灣,住,55(含)-60歲,167025,906799072,723
201408,臺灣,住,60(含)-65歲,99005,544430250,724
201408,臺灣,住,65(含)-70歲,39160,200001669,725
201408,臺灣,住,70(含)-75歲,15433,76278480,726
201408,臺灣,住,75(含)-80歲,6164,31450143,727
201408,臺灣,住,80(含)歲以上,6805,40390865,728
201408,臺灣,行,未滿20歲,21670,24939767,729
201408,臺灣,行,20(含)-25歲,413833,300402068,730
201408,臺灣,行,25(含)-30歲,1440904,1208539024,731
201408,臺灣,行,30(含)-35歲,2321056,2232217356,732
201408,臺灣,行,35(含)-40歲,2474094,2727402577,733
201408,臺灣,行,40(含)-45歲,2272853,2703395786,734
201408,臺灣,行,45(含)-50歲,2021160,2487014228,735
201408,臺灣,行,50(含)-55歲,1600821,2006768008,736
201408,臺灣,行,55(含)-60歲,1085123,1352821206,737
201408,臺灣,行,60(含)-65歲,617934,761688309,738
201408,臺灣,行,65(含)-70歲,214068,250827108,739
201408,臺灣,行,70(含)-75歲,73775,86935796,740
201408,臺灣,行,75(含)-80歲,22838,27362997,741
201408,臺灣,行,80(含)歲以上,22269,31060715,742
201408,臺灣,文教康樂,未滿20歲,13883,64925382,743
201408,臺灣,文教康樂,20(含)-25歲,247815,638291872,744
201408,臺灣,文教康樂,25(含)-30歲,654780,1829470790,745
201408,臺灣,文教康樂,30(含)-35歲,805872,2860268593,746
201408,臺灣,文教康樂,35(含)-40歲,781030,3368397950,747
201408,臺灣,文教康樂,40(含)-45歲,720405,4082876008,748
201408,臺灣,文教康樂,45(含)-50歲,617125,4546393860,749
201408,臺灣,文教康樂,50(含)-55歲,408083,3466310569,750
201408,臺灣,文教康樂,55(含)-60歲,232137,2047292935,751
201408,臺灣,文教康樂,60(含)-65歲,128212,1209089391,752
201408,臺灣,文教康樂,65(含)-70歲,48852,509258008,753
201408,臺灣,文教康樂,70(含)-75歲,19848,229607842,754
201408,臺灣,文教康樂,75(含)-80歲,7484,83045881,755
201408,臺灣,文教康樂,80(含)歲以上,11391,109911579,756
201408,臺灣,百貨,未滿20歲,11462,25245198,757
201408,臺灣,百貨,20(含)-25歲,201289,412421455,758
201408,臺灣,百貨,25(含)-30歲,637551,1444875238,759
201408,臺灣,百貨,30(含)-35歲,1069372,2441105977,760
201408,臺灣,百貨,35(含)-40歲,1201093,2792324260,761
201408,臺灣,百貨,40(含)-45歲,1053540,2630018426,762
201408,臺灣,百貨,45(含)-50歲,880797,2416631721,763
201408,臺灣,百貨,50(含)-55歲,604979,1806838885,764
201408,臺灣,百貨,55(含)-60歲,374350,1206758244,765
201408,臺灣,百貨,60(含)-65歲,216825,676711555,766
201408,臺灣,百貨,65(含)-70歲,81989,248177988,767
201408,臺灣,百貨,70(含)-75歲,30968,96355815,768
201408,臺灣,百貨,75(含)-80歲,13484,41422081,769
201408,臺灣,百貨,80(含)歲以上,14242,40607078,770
201408,臺灣,其他,未滿20歲,17996,35760188,771
201408,臺灣,其他,20(含)-25歲,390592,805607084,772
201408,臺灣,其他,25(含)-30歲,1461257,3178532648,773
201408,臺灣,其他,30(含)-35歲,2576599,6190681036,774
201408,臺灣,其他,35(含)-40歲,2990068,8178436370,775
201408,臺灣,其他,40(含)-45歲,2673864,8394033738,776
201408,臺灣,其他,45(含)-50歲,2295121,8282307145,777
201408,臺灣,其他,50(含)-55歲,1630611,6723541845,778
201408,臺灣,其他,55(含)-60歲,995507,4540446685,779
201408,臺灣,其他,60(含)-65歲,538766,2756762976,780
201408,臺灣,其他,65(含)-70歲,175447,921016563,781
201408,臺灣,其他,70(含)-75歲,59987,379211426,782
201408,臺灣,其他,75(含)-80歲,19939,121524535,783
201408,臺灣,其他,80(含)歲以上,36914,230408040,784
201409,臺灣,食,未滿20歲,15082,20553339,785
201409,臺灣,食,20(含)-25歲,267611,283023845,786
201409,臺灣,食,25(含)-30歲,936837,1153444592,787
201409,臺灣,食,30(含)-35歲,1767648,2154841357,788
201409,臺灣,食,35(含)-40歲,2250943,2677003165,789
201409,臺灣,食,40(含)-45歲,2271772,2730302458,790
201409,臺灣,食,45(含)-50歲,2121270,2618891842,791
201409,臺灣,食,50(含)-55歲,1669489,2168289298,792
201409,臺灣,食,55(含)-60歲,1161103,1538368299,793
201409,臺灣,食,60(含)-65歲,751998,986973224,794
201409,臺灣,食,65(含)-70歲,313297,395682772,795
201409,臺灣,食,70(含)-75歲,131946,165842594,796
201409,臺灣,食,75(含)-80歲,55154,67065851,797
201409,臺灣,食,80(含)歲以上,43164,61115350,798
201409,臺灣,衣,未滿20歲,4046,7791857,799
201409,臺灣,衣,20(含)-25歲,72178,144556062,800
201409,臺灣,衣,25(含)-30歲,189031,432826166,801
201409,臺灣,衣,30(含)-35歲,303299,727426145,802
